row	col	ECM	ligA	ligB	ligC	ligD	protE	protF	prodA	prodB	prodC	prodD	type
1	12	2.70165003570785	0.150493969955821	0.436102303188582	0.592639910306492	0.150356693147421	2.96235876483802	1.24225500561031	0	0	0	0	CT3
1	13	1.47394851408056	0.215365787857154	0.206440501787516	0.743728115604425	0.200814981159872	0	1.23188420253378	0	0	0.53497235509567	0	CT2
1	14	1.6643564935888	0.332113651635254	0.0844147120172282	0.413501231686935	0.302108253110409	2.0667348228364	0.238589307432829	0	0	0	0	CT3
1	16	0.0827142069475132	0.325948461058894	0.0672544292101132	0.433472205856131	0.360190452474376	0	0.0814154319748634	0	0.0792020117532883	0	0	CT4
1	17	0.0203639269969486	0.505608557009902	0.0317671613600239	0.31908215251035	0.581612841103571	0	0.0200003494352135	0	0.0193822834490414	0	0	CT4
1	18	0.00618236486249467	0.879217582879004	0.0103071965359623	0.275877683800497	1.02696023756073	1.37876237711347	2.66633994108234	0.420017948653549	0	0	0.579650419647805	CT1
1	22	0.0133086237145424	0.0920955708784643	0.0082392006643974	0.678093800813864	0.101755529827143	0	0.299623590339218	0	0	0.603404030832462	0	CT2
1	24	0.0315758717076433	0.0329448798905176	0.048928891670628	0.23362545338	0.0358732279746214	0	0.0312219286828705	0	0.0305734700617146	0	0	CT4
1	25	0.133099333914219	0.0326224828976112	0.0990982223801194	0.200068795099839	0.0352324844187421	0	0.13179842980697	0	0.129425877428991	0	0	CT4
1	26	0.663611329872505	0.0491669315478965	0.0533703376361521	0.208876450734912	0.052875785889581	1.04388174377802	0.153652120904658	0	0	0	0	CT3
1	27	0.142386355701761	0.0921996388218256	0.107230259588408	0.204595714888344	0.0989853205012487	0	0.140985615920569	0	0.138409523169853	0	0	CT4
1	30	0.641281296459457	0.326547204972249	0.0252266987902454	0.176952516708664	0.384233683006243	0.884260750457118	0.0723419033529906	0	0	0	0	CT3
1	34	0.299599464226834	0.491602435548988	0.00915085186915368	0.187557186010645	0.639261740623692	0.937274453285775	1.50064622857371	0.281315600220114	0	0	0.37512766753789	CT1
1	36	0.0341367616343629	0.459943198402107	0.0104806315588523	0.319350049018598	0.545860098476897	1.59621139477011	1.40951520087772	0.416228262074292	0	0	0.47875668478664	CT1
1	40	0.029110827436526	0.0225913503456838	0.0334708906850604	0.545584929731908	0.027390405681862	0	0.164028017947364	0	0	0.457907578372397	0	CT2
1	41	0.0879752787841511	0.0180356276655932	0.0659038300924547	0.275147154409152	0.0222032759145467	0	0.087356647789638	0	0.0860129404342611	0	0	CT4
1	48	0.487913700503525	0.141041412030555	0.085057526116895	0.109069043714324	0.183247523141139	0.54493532550284	0.240854177943255	0	0	0	0	CT3
1	54	0.0073881409527775	0.0356544854182367	0.012905050376545	0.249470053928336	0.0488500821924537	0	0.00727468944286666	0	0.00707251350609358	0	0	CT4
1	56	0.0595162617566982	0.0692185534645717	0.0398294116051092	0.559911505378052	0.0980325965773036	0	0.322491640544894	0	0	0.603076451667585	0	CT2
1	57	0.206747096672973	0.103876279087966	0.140655863975216	0.262090790198885	0.148754907600926	0	0.204833421005043	0	0.2013506173447	0	0	CT4
1	58	0.862698802981635	0.13385706323166	0.0661982025067133	0.25992274647278	0.192672049080206	1.29915265644634	0.190828624659575	0	0	0	0	CT3
1	59	0.215619287527674	0.110479520750839	0.0779243780221117	0.543005364648684	0.157285725311454	0	0.555782191897594	0	0	0.574164105136879	0	CT2
1	6	0.0451369853069564	0.0915795852168679	0.0743199946015137	0.604483015163871	0.124467201987345	0	0.487753238599659	0	0	0.619333024206571	0	CT2
1	63	0.0034162064118991	0.0842418590334813	0.00571717861814147	0.467588630596466	0.10786609475301	0	0.268846377660134	0	0	0.421312568057328	0	CT2
1	72	0.0203060221739832	0.270806354683595	0.0229160439994908	0.156164242178654	0.434953695011256	0	0.0201869027987264	0	0.0198698010934239	0	0	CT4
1	73	0.0525014129636826	0.175938557193499	0.0399483747980411	0.236920634067306	0.279508457550129	0	0.0522582396736233	0	0.0515711625971723	0	0	CT4
1	75	0.0604373622046894	0.0975624443352075	0.0435585477635779	0.62808620926034	0.145285117906706	0	0.0601335950137009	0	0.059296218294508	0	0	CT4
1	77	0.0526413241544399	0.17847734861394	0.0108749303557768	0.691393027812676	0.279028594203156	0	0.566343829973358	0	0	0.428067847387865	0	CT2
1	78	0.0873502714266064	0.409193921478988	0.00778440668569003	0.338116600884109	0.661834276054959	1.69008605041701	1.24953197975906	0.357144453376532	0	0	0.558657509810291	CT1
