row	col	ECM	ligA	ligB	ligC	ligD	protE	protF	prodA	prodB	prodC	prodD	type
1	10	0.783542966332515	0.0660619456334293	0.113248762679105	0.910646298449855	0.0799674454646485	0	0.522558558271524	0	0	0.594090599264018	0	CT2
1	100	0.15980991263053	0.268837200641483	0.0181804474056739	0.504353988739649	0.362930509546878	0	0.857791396956484	0	0	0.37805544801522	0	CT2
1	11	0.296819279286479	0.0725284714741977	0.0574513160048036	0.90192444828541	0.0959885204671086	0	0.381254721953394	0	0	0.60586173790507	0	CT2
1	14	0.810230066285999	0.0996116551842131	0.0970449226221054	0.240120454401494	0.131926420719897	1.19995395586067	0.277478791536605	0	0	0	0	CT3
1	16	0.0576886261597683	0.246627250192219	0.0666205283350764	0.36049626533865	0.318624378745421	0	0.056930579605157	0	0.0556254820018961	0	0	CT4
1	23	0.0475986175387805	0.015818759165064	0.0311308423267514	0.565885480490449	0.0256643032116043	0	0.136570578492062	0	0	0.597843886213377	0	CT2
1	26	0.161068760630576	0.0278214180421989	0.0171745086528453	0.449518641026501	0.0420787460915459	0	0.132396004846586	0	0	0.416130358213559	0	CT2
1	27	0.756891808283044	0.0330787181291993	0.0188099238807446	0.254109123225729	0.0459721025344773	1.27003822782472	0.0539707373837317	0	0	0	0	CT3
1	29	0.0397011030747996	0.0574668091480214	0.0415416031487988	0.242592015386494	0.0691777074676173	0	0.0394164636794237	0	0.0388037964605613	0	0	CT4
1	3	0.757300091162017	0.047477460726404797	0.00865921314872464	0.178318941855591	0.0405222696673639	0.891083236632329	0.0244669553155083	0	0	0	0	CT3
1	31	0.0726655217681388	0.153166210622057	0.0585605224485937	0.382590523244062	0.175390173038343	0	0.0719739180922286	0	0.0706048924462933	0	0	CT4
1	32	0.16762471961605	0.264313210975734	0.0338987656075762	0.69859095861801	0.3037686842138	0	0.889544279294643	0	0	0.453459688345902	0	CT2
1	34	0.629746767544116	0.399025332605145	0.0656821814121691	0.40649473663167	0.533321911061797	2.03181170720973	1.3849057476397	0.397957506775856	0	0	0.550256743864156	CT1
1	41	0.0887170012006499	0.374881034776481	0.00471574911378067	0.799418406235992	0.36450133596096	0	1.1377372769667	0	0	0.603391850250773	0	CT2
1	53	0.00666428108019395	0.308512455463078	0.00477104470395394	0.29013740538414	0.548711272991592	1.45006504176947	0.939135003228555	0.308508876748383	0	0	0.611210629576817	CT1
1	54	0.0147191691342035	0.227744591742988	0.0107719592476229	0.268170330964186	0.304743119184726	0	0.0146262364562866	0	0.0143767752295781	0	0	CT4
1	55	0.0244951564658403	0.417258662422616	0.00339365213853389	0.237664843749944	0.424345802542428	1.18775427541569	1.26137093159251	0.429181436914951	0	0	0.379866175749339	CT1
1	63	0.295416667042663	0.178961121703818	0.0721773711256265	0.642681365002102	0.222884979578246	0	0.741505842998937	0	0	0.536502541438676	0	CT2
1	64	1.34983388544932	0.236925785842183	0.156875283970596	0.377560714949038	0.310417076550881	1.88711670343355	0.446840600570973	0	0	0	0	CT3
1	65	0.549372496759572	0.486063647445041	0.153284422907991	0.292772213974334	0.65998113023803	1.46318503155023	1.89411483166203	0.467759615983814	0	0	0.622855108161457	CT1
1	66	1.279340206031	0.27929074767583	0.223174219529989	0.288917918242912	0.41528587901781	1.44391474466041	0.636953006019155	0	0	0	0	CT3
1	74	0.252345281035977	0.512615000628565	0.0329903647867242	0.239724829900262	0.513649277600729	1.19803130991509	1.63171639102657	0.410565386153758	0	0	0.415139034157619	CT1
1	76	1.66988657339241	0.188126357486121	0.0362633541964273	0.497817065756789	0.203888585025971	2.48836778916656	0.103529425779309	0	0	0	0	CT3
1	8	0.57675457053953	0.0988853377430553	0.110253213627869	0.567333948204792	0.0931056359455772	0	0.612514246621315	0	0	0.373458341672085	0	CT2
1	80	0.00724993144391608	0.191312112705378	0.00720151924693091	1.28685655750633	0.276796456551643	0	0.59419179964305	0	0	0.535823521926068	0	CT2
1	81	0.00753980581608146	0.263640376599673	0.0102910119181603	1.04211679410292	0.39316300354712	0	0.820094536457765	0	0	0.379517674725503	0	CT2
1	83	0.0267801976958418	0.264240496450491	0.025312094334182	0.826342779703182	0.407134137878055	0	0.865325026793781	0	0	0.562631309684366	0	CT2
1	90	0.0786465722356925	0.301175958675814	0.0117954949138112	0.452578668611081	0.438217054310406	0	0.937122742193559	0	0	0.382150754821487	0	CT2
1	91	0.0429062356016003	0.648912708467892	0.00972399314899571	0.240656268388209	0.921669748884519	1.20285980017794	1.97424145724429	0.369778389241546	0	0	0.49820321528241	CT1
1	96	0.299992345829662	0.472951334446896	0.0365980221264894	0.119719972755163	0.438398971381265	0.598294909869104	1.52271126007021	0.477161765750498	0	0	0.40917923480738	CT1
1	98	0.406283428995646	0.21661888893884	0.0303279280616895	0.405817963553897	0.267164311827887	0	0.735928182818681	0	0	0.355316013935953	0	CT2
10	1	0.0176170206193862	0.221749847180285	0.00369660453529104	0.82396024843285	0.251966125559856	0	0.675471818583097	0	0	0.59275464550592	0	CT2
10	100	0.056636995473505	0.377081437068906	0.00757121426921221	0.0593656555646046	0.438883314123743	0.296515772137944	1.15301000608562	0.351288517136127	0	0	0.403982926323079	CT1
10	14	0.0677527976125022	0.0748887857010563	0.0733545515655032	0.210686222057066	0.0895178604864126	0	0.0669875920941929	0	0.0655571106066653	0	0	CT4
