row	col	ECM	ligA	ligB	ligC	ligD	protE	protF	prodA	prodB	prodC	prodD	type
1	13	0.800591348642454	0.0806346922374278	0.0177905227015884	0.221776811827686	0.132058711404157	1.10840934300957	0.0510402162792821	0	0	0	0	CT3
1	19	0.595048578818609	0.187958278444042	0.0386848178256262	0.17847061602778	0.243270599448027	0.891876534603521	0.110345012473525	0	0	0	0	CT3
1	2	0.41279071758797	0.175153979653963	0.0170246071787449	0.107557188028673	0.252397787677413	0.537356398813407	0.0488553193687247	0	0	0	0	CT3
1	20	0.262849788893365	0.450163183173415	0.0669703107735564	0.127396020048365	0.573902394267501	0.636517343038211	1.54179427204281	0.406039994452149	0	0	0.518922307831235	CT1
1	21	0.640600192520995	0.329743549797155	0.0497251440647253	0.12996344434915	0.411995303668551	0.649346505581489	0.142485559783729	0	0	0	0	CT3
1	23	0.380084859136442	0.288364422285787	0.243923705489365	0.333831531542708	0.341765961122655	0	0.377764643966572	0	0.372921514068992	0	0	CT4
1	24	1.73415111909449	0.198584083038242	0.0659577367748624	0.55869563518446	0.221996112074122	2.79285462222489	0.191393107994628	0	0	0	0	CT3
1	26	1.09468625326073	0.221373498269594	0.00643726111160701	0.344897803253305	0.197287800047056	1.7238898165186	0.0185000682906433	0	0	0	0	CT3
1	29	0.0929026737135182	0.443556758929514	0.00138361186816942	0.28814701804023	0.492960749689363	1.44014404582513	1.33435976850558	0.442589029539377	0	0	0.516967082163319	CT1
1	30	0.0276386636902296	0.173062086626432	0.00240823469114475	0.637076169622713	0.194525630673116	0	0.525827791893779	0	0	0.640309419878758	0	CT2
1	32	0.0108905219084877	0.0594166932795016	0.0130770998357508	0.325135330553312	0.0745474968158614	0	0.0107861336422825	0	0.0105417342552872	0	0	CT4
1	34	0.0634881659197893	0.0681971506836211	0.0100715079922953	0.941732191759976	0.0875843177599027	0	0.233085245718662	0	0	0.395486960047856	0	CT2
1	35	0.120630858947433	0.0856027757312117	0.0126100550187311	0.948497389109402	0.101933128401754	0	0.292489733164229	0	0	0.527071592374705	0	CT2
1	38	0.691110154871723	0.331728741227463	0.039489126994405	0.203977903622399	0.32650391238455	1.01928515826287	0.112875584858709	0	0	0	0	CT3
1	4	0.093476258357803	0.093235792164214	0.0894772822774914	0.0794508472974029	0.12072989964442	0	0.0923433664872478	0	0.0903817238601732	0	0	CT4
1	40	0.0372256373241241	0.251535326815264	0.0427386542449199	0.140802556290791	0.293334305470056	0	0.0368047386074779	0	0.0360063934226904	0	0	CT4
1	41	0.0093643614998626	0.471196983059721	0.0141480173896104	0.163560809783245	0.57942861075188	0.817186607938837	1.45377631891454	0.383889386150986	0	0	0.467232349747792	CT1
1	45	0.00474448254488193	0.0599247846848602	0.00424565252394569	0.83493495879321	0.0732861017914734	0	0.191770759400795	0	0	0.435376060754061	0	CT2
1	48	0.438823310065887	0.0411352273467568	0.0693325115237678	1.0841390915703	0.0464206186138706	0	0.323190890465103	0	0	0.590931736701168	0	CT2
