row	col	ECM	ligA	ligB	ligC	ligD	protE	protF	prodA	prodB	prodC	prodD	type
1	1	0.291505101565427	0.0975572526336543	0.0269642612568392	0.756366346805562	0.106656770382871	0	0.369521545610468	0	0	0.61862185751088	0	CT2
1	12	0.00244668656149688	0.274949710238247	0.00402560378080057	0.546331893636533	0.288935860939145	0	0.836195305295533	0	0	0.533217404177412	0	CT2
1	13	0.00551125981918808	0.491792243836234	0.00714195016339954	0.256378751028838	0.423318952696317	1.28144787542055	1.49575793897813	0.484286229778081	0	0	0.361835280177183	CT1
1	15	0.08819440026132	0.145198088764323	0.0562105771449846	0.162116289188733	0.163924566112774	0	0.0875164485476824	0	0.0860336743147409	0	0	CT4
1	16	0.414562504802323	0.120552067314231	0.0161433861743665	0.130291502563793	0.161678501771047	0.651067518379605	0.0464508354051705	0	0	0	0	CT3
1	18	0.0780197633316874	0.359267577897064	0.00221469292722215	0.129617520875479	0.609490098045291	0.647697926825251	1.08393104490761	0.295703568961471	0	0	0.529288939503022	CT1
1	19	0.0381778181784804	0.391042729620312	0.00106174945471501	0.153358219387385	0.637805487443946	0.766389930780543	1.17596257139084	0.370095111075789	0	0	0.598207898857072	CT1
1	2	0.434717324523102	0.125074738173037	0.0200245457895353	0.567371728616954	0.136251675669905	0	0.4319996986666	0	0	0.351804441865534	0	CT2
1	23	0.0136811567840688	0.121421121459045	0.00319562374198662	0.591641819007106	0.162879050901479	0	0.373293159341402	0	0	0.484242100198753	0	CT2
1	25	0.00573292347945805	0.437348152585808	0.00523515440291425	0.205328705510422	0.58412101797503	1.02618796341022	1.32691514297097	0.450170933306217	0	0	0.60787991033867	CT1
1	26	0.0108434253878834	0.183302662241037	0.00904141218835953	0.156771163762745	0.238256459820995	0	0.0107584084416716	0	0.0105508276583616	0	0	CT4
1	35	0.0450889265924929	0.26829233462498	0.00357546913579939	0.736524612191454	0.32006165348894	0	0.814881399179057	0	0	0.363979896483943	0	CT2
1	36	0.0178245206127542	0.202659423743733	0.00665329104527375	0.804318657254029	0.244598245509451	0	0.62687183179582	0	0	0.465949588944204	0	CT2
1	38	0.0106602177214026	0.483254756794174	0.0178226036842907	0.423324158335083	0.564996374654939	2.11589427112318	1.50084458741218	0.433167293500155	0	0	0.448207364580594	CT1
1	39	0.0206320143068604	0.438108152336939	0.0266639035298167	0.445218262787154	0.623616737370579	2.22535147054599	1.39101149530308	0.374335486777127	0	0	0.591797394794412	CT1
1	40	0.0323027613769784	0.169364798884348	0.0165084713507221	0.70745472428335	0.239353709712913	0	0.55538258431745	0	0	0.52791163851507	0	CT2
1	43	0.0112129536207498	0.275495107196396	0.00508943270782933	0.51805179803191	0.400630490567551	2.58950135376509	0.840861393212267	0.301195393260568	0	0	0.444980065035634	CT1
1	44	0.0252094367628845	0.140922628585496	0.00389325429894511	0.949891990302296	0.19390249263057	0	0.433703809715057	0	0	0.505769711965695	0	CT2
1	46	0.126929551480082	0.407398224722562	0.00846020082405038	0.442915707324475	0.488889893777558	2.21389086448431	1.24613550099825	0.485310706999153	0	0	0.573696803138591	CT1
