row	col	ECM	ligA	ligB	ligC	ligD	protE	protF	prodA	prodB	prodC	prodD	type
1	10	0.383232364370082	0.234974683263454	0.00299289162675845	0.534130690731358	0.263545880806361	0	0.713208698790858	0	0	0.415740688773803	0	CT2
1	11	0.159513325375159	0.481626683868704	0.0068270469788242	0.337129999205999	0.524277573151943	1.68500692478772	1.46413583588065	0.516530958656222	0	0	0.549737826734781	CT1
1	14	0.0369753701590085	0.399075936699313	0.0239197853627407	0.47928607644941	0.507542444431822	2.39576490002875	1.26568945124889	0.451347862649709	0	0	0.575888300128281	CT1
1	16	0.0198736788582242	0.0767393838168183	0.0321629353227499	0.263227032321923	0.0979803157770144	0	0.0197222027473641	0	0.0193558261248657	0	0	CT4
1	22	0.932535223764736	0.189097920972358	0.013369380168912	0.282513992729294	0.198765700737075	1.41204532612993	0.0382560865462871	0	0	0	0	CT3
1	26	0.142366283105884	0.441419626348584	0.0196105680045755	0.173216070175915	0.396574583999942	0.865602356069929	1.38035388695856	0.494625214412808	0	0	0.430345367919654	CT1
1	3	5.66868585624071e-4	0.0948698905270832	0.0018667635714895	0.37734330026911	0.135305463333763	0	5.50762730920167e-4	0	5.4288137442344e-4	0	0	CT4
1	30	0.66438545711661	0.051504938026112	0.0386331571172859	0.213887680368072	0.0551643802505836	1.06893210337838	0.111444336910888	0	0	0	0	CT3
1	31	0.144224907976568	0.0410387116868308	0.118298741410529	0.169749728073675	0.0457717063537306	0	0.143108108325596	0	0.140914890639471	0	0	CT4
1	32	0.0775445122326094	0.035869286934533	0.101514214635824	0.145383806697532	0.0407936203472077	0	0.076960928933087	0	0.0757489918131316	0	0	CT4
1	35	1.36345617521508	0.0685783326751679	0.0229397797779834	0.418949782515222	0.0693361941927135	2.09417618912666	0.0657821178953712	0	0	0	0	CT3
1	39	0.0628113647034974	0.0389288938947862	0.0965392260047849	0.262442899095364	0.0473627191039548	0	0.0622111477819328	0	0.0610229646401143	0	0	CT4
1	40	0.0320310221837459	0.0431701250957527	0.0569925874766057	0.407056586006146	0.0582429561836488	0	0.0316913622969772	0	0.0310303101300716	0	0	CT4
1	43	0.00204140541557238	0.10057971229949	0.00540819837606683	0.333012768938854	0.140110403200758	0	0.00201020643065429	0	0.00195747781449094	0	0	CT4
1	44	0.00172534513100481	0.135096682234821	0.00317957305962181	0.504771004046758	0.18146036860156	0	0.41417477480359	0	0	0.414288542699069	0	CT2
1	46	0.00750379976206211	0.366597311308761	0.00825607362503162	0.24071464100403	0.460072927447353	0	0.00740912313828634	0	0.00722975002046308	0	0	CT4
1	47	0.0156444458467283	0.741059285939605	0.00725876074749594	0.345835466025591	0.898924605133379	1.7285158715795	2.24351799393189	0.465294974073768	0	0	0.516891978285275	CT1
1	48	0.0245341202986885	0.371817101572753	0.0109403663159324	0.701680444507308	0.461406325738991	0	1.14624795761554	0	0	0.514414213388227	0	CT2
1	52	0.0147984648784201	0.217670511681773	0.0262980653252665	0.454912310844161	0.276003527128804	0	0.0145242680703144	0	0.0140787159308341	0	0	CT4
1	55	0.00136715170792857	0.155468864936442	0.00503859254597449	0.281329567769153	0.193311080993142	0	0.00133174669476522	0	0.00129187500395588	0	0	CT4
1	58	0.00134278236765336	0.111088089591803	0.00222289570324161	1.22128385527524	0.173993770024815	0	0.339650618752137	0	0	0.637833266681991	0	CT2
1	61	0.00161851340118751	0.0345267775493716	0.00312122109341318	0.657499115421992	0.0548499326967353	0	0.112723381691444	0	0	0.528240490960889	0	CT2
1	64	4.38817405497339e-4	0.128760058512091	0.00162574778057152	0.119206133243788	0.213184347655642	0	4.31847986585027e-4	0	4.32291340601145e-4	0	0	CT4
1	65	7.43044757622972e-4	0.347893281338001	0.00167076585122601	0.129588494825101	0.581358942422688	0.64746106398936	1.04852102519407	0.37221309876069397	0	0	0.631689058616757	CT1
1	68	0.0210398256245863	0.305736717281469	0.0144175561176568	0.177947854678878	0.476205157133817	0	0.0208417363162871	0	0.0203677981611748	0	0	CT4
1	7	0.0152655206155659	0.229583272963463	0.00205189150262694	0.972944848351848	0.321853841660918	0	0.694335165162216	0	0	0.599882336636074	0	CT2
